"nid","condition","username","animal","animal_sig","scientific","animal_wri","animal_cat","animal_gro","confidence","observatio","created_da","time_since","latitude","longitude","salvage","road_type","roadside_f","speed_limi","travel_fre","carcass_po","incorrect_","observer","CROSv1_NID","input_meth","review_sta","verificati","verifica_1","Image","chips_Code","chips_Numb","chips_Date","chips_Crea","chips_Area","chips_Type","chips_Stre","chips_Loca","chips_Lati","chips_Long","chips_Mark","chips_Anim","chips_Conf","chips_Nu_1","chips_Age","chips_Casc","chips_An_1","chips_Driv","chips_Nu_2","chips_Attr","chips_Note","chips_Deta","ROUTE_NUMB","AADT","StreetImageryDate","MedianType","SecondaryAttribute","MedianWidth","RoadsideBarrier","MedianNotes"
83637,"Dead","grotta","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2020-09-05 10:15:00,"2020/09/05 10:42:00.000","definitely less than 3 hours",39.9288926239,-120.841877818,"No",NA,NA,"55 mph","several times per week","road shoulder",NA,"Gary Rotta",0,"Manual Entry","not reviewed","not verified",NA,"/california/sites/default/files/styles/thumbnail/public/images/observations/2020/09/P1000641.JPG?itok=Woiur-Jj",0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,2950,2022-10-01,"no median",NA,NA,NA,NA
84671,"Dead","grotta","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2020-11-06 14:45:00,"2020/11/06 16:14:00.000","definitely less than 3 hours",39.9289049648,-120.841888682,"No","state / rural highway",NA,"55 mph","weekly","road surface",NA,"Gary Rotta",0,"Manual Entry","not reviewed","not verified",NA,"/california/sites/default/files/styles/thumbnail/public/images/observations/2020/11/P1000649.JPG?itok=R_U196gK",0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,2950,2022-10-01,"no median",NA,NA,NA,NA
58991,"Dead","ravenamstutz","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2017-10-18 09:00:00,"2017/10/18 08:24:00.000","definitely less than 12 hours",39.930208,-120.84403,NA,"state / rural highway",NA,"55 mph","weekly","road surface",NA,"Gary Rotta",72196,NA,"not reviewed","not verified",NA,"/california/sites/default/files/styles/thumbnail/public/images/observations/2019/04/P1010416.JPG?itok=XrA0RmL_",0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,2950,2022-10-01,"no median","pull-out",NA,NA,"roadside steep cliffside may be confounding"
51734,"Dead","grotta","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2019-03-13 08:00:00,"2019/03/13 09:41:00.000","definitely less than 6 hours",39.930247,-120.843891,NA,"state / rural highway",NA,"55 mph","daily","road surface",NA,"Gary Rotta",77061,"Bulk Upload CSV","not reviewed","not verified",NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,2950,2022-10-01,"no median","pull-out",NA,NA,NA
81131,"Dead","grotta","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2020-04-16 12:15:00,"2020/04/16 13:02:00.000","definitely less than 6 hours",39.9304434557,-120.844388443,"No","state / rural highway",NA,"55 mph","several times per week","road surface",NA,"Gary Rotta",0,"Manual Entry","not reviewed","not verified",NA,"/california/sites/default/files/styles/thumbnail/public/images/observations/2020/04/P1000579.JPG?itok=3BMcUOWu",0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,2950,2022-10-01,"no median",NA,NA,NA,NA
62721,"Dead","grotta","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2020-01-29 12:45:00,"2020/01/29 13:22:00.000","definitely less than 6 hours",39.9305010456,-120.844549321,"No","state / rural highway",NA,"55 mph","several times per week","road surface",NA,"Gary Rotta",0,"Manual Entry","not reviewed","not verified",NA,"/california/sites/default/files/styles/thumbnail/public/images/observations/2020/01/P1000552.JPG?itok=5azy-sYU",0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,2950,2022-10-01,"no median",NA,NA,NA,NA
59996,"Dead","ravenamstutz","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2018-09-13 01:30:00,"2018/09/13 08:22:00.000","definitely less than 24 hours",39.93068,-120.844561,NA,"state / rural highway",NA,"55 mph","daily","road surface",NA,"Gary Rotta",75662,NA,"not reviewed","not verified",NA,"/california/sites/default/files/styles/thumbnail/public/images/observations/2019/04/P1010741.JPG?itok=2pHw0IVW",0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,2950,2022-10-01,"no median",NA,NA,NA,NA
59123,"Dead","ravenamstutz","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2017-12-10 06:15:00,"2017/12/10 07:27:00.000","definitely less than 12 hours",39.930724,-120.844631,NA,"state / rural highway",NA,"55 mph","daily","road surface",NA,"Gary Rotta",72939,NA,"not reviewed","not verified",NA,"/california/sites/default/files/styles/thumbnail/public/images/observations/2019/04/P1010537.JPG?itok=WwFKfK2a",0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,2950,2022-10-01,"no median",NA,NA,NA,NA
86666,"Dead","grotta","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2021-05-16 10:30:00,"2021/05/16 11:15:00.000","definitely less than 3 hours",39.931031693,-120.845386774,"No","state / rural highway",NA,"55 mph","several times per week","road surface",NA,"Gary Rotta",0,"Manual Entry","not reviewed","not verified",NA,"/california/sites/default/files/styles/thumbnail/public/images/observations/2021/05/P1000782.JPG?itok=wJ0eq7oJ",0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,2950,2022-10-01,"no median",NA,NA,NA,NA
59183,"Dead","ravenamstutz","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2018-02-06 03:15:00,"2018/02/06 05:48:00.000","definitely less than 6 hours",39.93193,-120.846949,NA,"state / rural highway",NA,"55 mph","daily","road surface","Correct Species Entered","Gary Rotta",73298,NA,"reviewed","not verified","can't id from pic","/california/sites/default/files/styles/thumbnail/public/images/observations/2019/04/P1010622.JPG?itok=F_nwMZKs",0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,2950,2022-10-01,"no median",NA,NA,"thrie beam",NA
51851,"Dead","grotta","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2019-04-09 02:45:00,"2019/04/09 03:08:00.000","definitely less than 6 hours",39.932036,-120.847034,NA,"state / rural highway",NA,"55 mph",NA,"road surface",NA,"Gary Rotta",77232,"Bulk Upload CSV","not reviewed","not verified",NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,2950,2022-10-01,"no median",NA,NA,"thrie beam",NA
59140,"Dead","ravenamstutz","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2017-12-17 01:15:00,"2017/12/17 03:09:00.000","definitely less than 24 hours",39.932254,-120.847571,NA,"state / rural highway",NA,"55 mph","daily","road surface",NA,"Gary Rotta",73048,NA,"not reviewed","not verified",NA,"/california/sites/default/files/styles/thumbnail/public/images/observations/2019/04/P1010553.JPG?itok=UKMX-2pu",0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,2950,2022-10-01,"no median","pull-out",NA,NA,NA
59930,"Dead","ravenamstutz","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2018-08-26 02:30:00,"2018/08/26 05:14:00.000","definitely less than 6 hours",39.932463,-120.848129,NA,"state / rural highway",NA,"55 mph","daily","road surface",NA,"Gary Rotta",75425,NA,"not reviewed","not verified",NA,"/california/sites/default/files/styles/thumbnail/public/images/observations/2019/04/P1010737.JPG?itok=-0lZGrvA",0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,2950,2022-10-01,"no median",NA,NA,NA,NA
86784,"Dead","grotta","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2021-05-28 11:00:00,"2021/05/28 11:34:00.000","definitely less than 3 hours",39.9325742495,-120.849361474,"No","state / rural highway",NA,"55 mph","several times per week","road surface",NA,"Gary Rotta",0,"Manual Entry","not reviewed","not verified",NA,"/california/sites/default/files/styles/thumbnail/public/images/observations/2021/05/P1000798.JPG?itok=F2JEvWvf",0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,2950,2022-10-01,"no median",NA,NA,NA,NA
28150,"Dead","kelbyg","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2015-03-31 03:30:00,"2015/03/31 03:04:00.000","definitely less than 3 hours",39.93262,-120.849116,NA,"state / rural highway",NA,"55 mph","weekly",NA,NA,"kelby gardiner",45704,"Bulk Upload CSV","not reviewed","not verified",NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,2950,2022-10-01,"no median",NA,NA,NA,NA
60212,"Dead","ravenamstutz","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2019-02-24 05:30:00,"2019/02/24 06:42:00.000","definitely less than 6 hours",39.93267,-120.850323,NA,"state / rural highway",NA,"55 mph","daily","road surface",NA,"Gary Rotta",76992,NA,"not reviewed","not verified",NA,"/california/sites/default/files/styles/thumbnail/public/images/observations/2019/04/P1010850.JPG?itok=XvidpGWw",0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,2950,2022-10-01,"no median",NA,NA,NA,NA
84860,"Dead","grotta","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2020-11-27 16:30:00,"2020/11/27 17:34:00.000","definitely less than 6 hours",39.9326765712,-120.851870245,"No","state / rural highway",NA,"55 mph","several times per week","road surface",NA,"Gary Rotta",0,"Manual Entry","not reviewed","not verified",NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,2950,2022-10-01,"no median",NA,NA,NA,NA
87275,"Dead","grotta","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2021-07-16 11:00:00,"2021/07/16 11:24:00.000","definitely less than 3 hours",39.9327516413,-120.852374954,"No","state / rural highway",NA,"55 mph","weekly","road surface",NA,"Gary Rotta",0,"Manual Entry","not reviewed","not verified",NA,"/california/sites/default/files/styles/thumbnail/public/images/observations/2021/07/P1010007.JPG?itok=j0dYD-f7",0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,2950,2022-10-01,"no median",NA,NA,NA,NA
59815,"Dead","ravenamstutz","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2018-08-14 02:15:00,"2018/08/14 03:19:00.000","definitely less than 24 hours",39.932752,-120.849649,NA,"state / rural highway",NA,"55 mph","daily","road surface",NA,"Gary Rotta",75254,NA,"not reviewed","not verified",NA,"/california/sites/default/files/styles/thumbnail/public/images/observations/2019/04/P1010724.JPG?itok=tpFwEX2k",0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,2950,2022-10-01,"no median",NA,NA,NA,NA
60210,"Dead","ravenamstutz","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2019-02-11 02:15:00,"2019/02/11 07:36:00.000","definitely less than 6 hours",39.932841,-120.852379,NA,"state / rural highway",NA,"55 mph","daily","road shoulder",NA,"Gary Rotta",76947,NA,"not reviewed","not verified",NA,"/california/sites/default/files/styles/thumbnail/public/images/observations/2019/04/P1010845.JPG?itok=2MQ9Hvqc",0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,2950,2022-10-01,"no median",NA,NA,NA,NA
59122,"Dead","ravenamstutz","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2017-12-10 06:15:00,"2017/12/10 07:21:00.000","definitely less than 12 hours",39.932851,-120.852399,NA,"state / rural highway",NA,"55 mph","daily","road surface",NA,"Gary Rotta",72938,NA,"not reviewed","not verified",NA,"/california/sites/default/files/styles/thumbnail/public/images/observations/2019/04/P1010535.JPG?itok=91L-phR8",0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,2950,2022-10-01,"no median",NA,NA,NA,NA
86498,"Dead","grotta","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2021-04-11 09:15:00,"2021/04/11 09:49:00.000","definitely less than 3 hours",39.9328786432,-120.85271938,"No","state / rural highway",NA,"55 mph","several times per week","road shoulder",NA,"Gary Rotta",0,"Manual Entry","not reviewed","not verified",NA,"/california/sites/default/files/styles/thumbnail/public/images/observations/2021/04/P1000730.JPG?itok=mDxPVjOt",0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,2950,2022-10-01,"no median",NA,NA,NA,NA
61540,"Dead","grotta","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2019-10-05 14:32:00,"2019/10/05 15:02:00.000","definitely less than 3 hours",39.9328863559,-120.875507393,NA,"state / rural highway",NA,"55 mph","daily","road surface",NA,"Gary Rotta",0,"Manual Entry","not reviewed","not verified",NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,2950,2022-10-01,"no median",NA,NA,NA,NA
80531,"Dead","grotta","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2020-02-29 10:15:00,"2020/02/29 10:49:00.000","definitely less than 6 hours",39.9329033237,-120.875539603,"No","state / rural highway",NA,"55 mph","daily","road surface",NA,"Gary Rotta",0,"Manual Entry","not reviewed","not verified",NA,"/california/sites/default/files/styles/thumbnail/public/images/observations/2020/02/P1000564.JPG?itok=B9iDD7bh",0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,2950,2022-10-01,"no median",NA,NA,NA,NA
47965,"Dead","grotta","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2017-03-23 08:00:00,"2017/03/23 08:58:00.000","definitely less than 12 hours",39.932907,-120.875616,NA,"state / rural highway",NA,NA,"daily","road surface",NA,"Gary Rotta",69769,"Bulk Upload CSV","not reviewed","not verified",NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,2950,2022-10-01,"no median",NA,NA,NA,NA
50791,"Dead","grotta","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2018-08-27 02:00:00,"2018/08/27 11:20:00.000","definitely less than 6 hours",39.932977,-120.875187,NA,"state / rural highway",NA,"55 mph","daily","road surface",NA,"Gary Rotta",75455,"Bulk Upload CSV","not reviewed","not verified",NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,2950,2022-10-01,"no median",NA,NA,NA,NA
59212,"Dead","ravenamstutz","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2018-03-20 11:00:00,"2018/03/21 01:48:00.000","definitely less than 24 hours",39.932983,-120.876389,NA,"state / rural highway",NA,"55 mph","daily","road shoulder",NA,"Gary Rotta",73509,NA,"not reviewed","not verified",NA,"/california/sites/default/files/styles/thumbnail/public/images/observations/2019/04/P1010665.JPG?itok=Tw61Lplz",0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,2950,2022-10-01,"no median",NA,NA,NA,NA
58189,"Dead","ravenamstutz","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2016-12-27 04:00:00,"2016/12/27 07:19:00.000","definitely less than 6 hours",39.933006,-120.876303,NA,"state / rural highway",NA,"55 mph","daily","road surface","Correct Species Entered","Gary Rotta",69228,NA,"reviewed","verified",NA,"/california/sites/default/files/styles/thumbnail/public/images/observations/2019/04/P1000734.JPG?itok=SjjW2wBQ",0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,2950,2022-10-01,"no median",NA,NA,NA,NA
80597,"Dead","grotta","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2020-03-05 10:30:00,"2020/03/05 13:28:00.000","definitely less than 3 hours",39.9330184993,-120.876907633,"No","state / rural highway",NA,"55 mph","daily","road surface",NA,"Gary Rotta",0,"Manual Entry","not reviewed","not verified",NA,"/california/sites/default/files/styles/thumbnail/public/images/observations/2020/03/P1000569.JPG?itok=1Iw0rGFt",0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,2950,2022-10-01,"no median",NA,NA,"cable",NA
62058,"Dead","grotta","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2019-11-17 15:00:00,"2019/11/17 15:36:00.000","definitely less than 12 hours",39.933034953,-120.853137839,"No","state / rural highway",NA,"55 mph","several times per week","road surface",NA,"Gary Rotta",0,"Manual Entry","not reviewed","not verified",NA,"/california/sites/default/files/styles/thumbnail/public/images/observations/2019/11/P1000529.JPG?itok=QDIz5mTw",0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,2950,2022-10-01,"no median",NA,NA,NA,NA
59133,"Dead","ravenamstutz","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2017-12-14 00:45:00,"2017/12/14 01:48:00.000","definitely less than 3 hours",39.933049,-120.875015,NA,"state / rural highway",NA,"55 mph","daily","road surface",NA,"Gary Rotta",72967,NA,"not reviewed","not verified",NA,"/california/sites/default/files/styles/thumbnail/public/images/observations/2019/04/P1010542.JPG?itok=vLsSXZtV",0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,2950,2022-10-01,"no median",NA,NA,NA,NA
62380,"Dead","grotta","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2019-12-18 15:30:00,"2019/12/18 19:27:00.000","definitely less than 3 hours",39.9330714595,-120.853250488,"No","state / rural highway",NA,"55 mph","daily","road surface",NA,"Gary Rotta",0,"Manual Entry","not reviewed","not verified",NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,2950,2022-10-01,"no median",NA,NA,NA,NA
51503,"Dead","grotta","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2018-12-22 03:15:00,"2018/12/22 03:45:00.000","definitely less than 24 hours",39.933097,-120.852897,NA,"state / rural highway",NA,"55 mph","daily","road surface",NA,"Gary Rotta",76680,"Bulk Upload CSV","not reviewed","not verified",NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,2950,2015-07-01,"no median",NA,NA,NA,NA
58160,"Dead","ravenamstutz","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2016-11-29 07:15:00,"2016/11/29 07:52:00.000","definitely less than 12 hours",39.933104,-120.876474,NA,"state / rural highway",NA,"55 mph","weekly","road surface","Correct Species Entered","Gary Rotta",69088,NA,"reviewed","verified",NA,"/california/sites/default/files/styles/thumbnail/public/images/observations/2019/04/P1000722.JPG?itok=v6z-KnSV",0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,2950,2022-10-01,"no median",NA,NA,NA,NA
80217,"Dead","grotta","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2020-02-07 10:15:00,"2020/02/07 10:59:00.000","definitely less than 6 hours",39.9331994892,-120.872734066,"No","state / rural highway",NA,"55 mph","several times per week","road surface",NA,"Gary Rotta",0,"Manual Entry","not reviewed","not verified",NA,"/california/sites/default/files/styles/thumbnail/public/images/observations/2020/02/P1000556.JPG?itok=YY6qZC0V",0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,2950,2022-10-01,"no median",NA,NA,"cable",NA
59177,"Dead","ravenamstutz","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2018-01-30 02:30:00,"2018/01/30 03:39:00.000","definitely less than 6 hours",39.933214,-120.873417,NA,"state / rural highway",NA,"55 mph","daily","road surface","Correct Species Entered","Gary Rotta",73268,NA,"reviewed","verified",NA,"/california/sites/default/files/styles/thumbnail/public/images/observations/2019/04/P1010615.JPG?itok=W9V0hMze",0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,2950,2022-10-01,"no median",NA,NA,NA,NA
59880,"Dead","ravenamstutz","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2018-08-22 01:45:00,"2018/08/22 02:08:00.000","definitely less than 3 hours",39.933236,-120.853349,NA,"state / rural highway",NA,"55 mph","daily","road surface",NA,"Gary Rotta",75359,NA,"not reviewed","not verified",NA,"/california/sites/default/files/styles/thumbnail/public/images/observations/2019/04/P1010732.JPG?itok=X9U07v_7",0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,2950,2022-10-01,"no median",NA,NA,NA,NA
62398,"Dead","grotta","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels",NA,2019-12-22 11:45:00,"2019/12/22 13:45:00.000","definitely less than 3 hours",39.9332817571,-120.853727914,"No","state / rural highway",NA,"55 mph","daily","road surface",NA,"Gary Rotta",0,"Manual Entry","not reviewed","not verified",NA,"/california/sites/default/files/styles/thumbnail/public/images/observations/2019/12/P1000544.JPG?itok=W4cU4iCz",0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,2950,2022-10-01,"no median",NA,NA,NA,NA
51274,"Dead","grotta","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2018-11-09 02:30:00,"2018/11/09 03:41:00.000","definitely less than 6 hours",39.933283,-120.85355,NA,"state / rural highway",NA,"55 mph","weekly","road surface",NA,"Gary Rotta",76268,"Bulk Upload CSV","not reviewed","not verified",NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,2950,2022-10-01,"no median",NA,NA,NA,NA
30606,"Dead","mfwest","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2015-11-13 05:45:00,"2015/11/15 23:12:00.000","definitely less than 12 hours",39.933406,-120.872376,NA,"state / rural highway",NA,"55 mph","weekly","road surface",NA,"Matthew West",49903,"Bulk Upload CSV","not reviewed","not verified",NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,2950,2022-10-01,"no median",NA,NA,NA,NA
51861,"Dead","grotta","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2019-04-16 03:00:00,"2019/04/16 02:32:00.000","definitely less than 24 hours",39.933483,-120.854126,NA,"state / rural highway",NA,"55 mph","daily","road surface",NA,"Gary Rotta",77258,"Bulk Upload CSV","not reviewed","not verified",NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,2950,2022-10-01,"no median",NA,NA,NA,NA
59155,"Dead","ravenamstutz","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2017-12-29 01:15:00,"2017/12/29 03:33:00.000","definitely less than 24 hours",39.933603,-120.871099,NA,"state / rural highway",NA,"55 mph","daily","road shoulder","Correct Species Entered","Gary Rotta",73118,NA,"reviewed","verified",NA,"/california/sites/default/files/styles/thumbnail/public/images/observations/2019/04/P1010573.JPG?itok=qivUE4NW",0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,2950,2022-10-01,"no median","pull-out",NA,NA,NA
61323,"Dead","grotta","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2019-09-12 16:01:00,"2019/09/13 09:00:00.000","definitely less than 3 hours",39.9337296015,-120.892854414,NA,"state / rural highway",NA,"35 mph","daily","road surface",NA,"Gary Rotta",0,"Manual Entry","not reviewed","not verified",NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,5750,2022-10-01,"no median",NA,NA,NA,"urban area"
61200,"Dead","grotta","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2019-08-26 14:13:00,"2019/08/26 15:44:00.000","definitely less than 6 hours",39.9337378283,-120.891970961,NA,"state / rural highway",NA,"35 mph","daily","road surface",NA,"Gary Rotta",0,"Manual Entry","not reviewed","not verified",NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,5750,2022-10-01,"no median",NA,NA,"short fence, other fence","urban area"
81130,"Dead","grotta","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2020-04-16 12:00:00,"2020/04/16 13:01:00.000","definitely less than 6 hours",39.9337419416,-120.893054447,"No","state / rural highway",NA,"35 mph","several times per week","road surface",NA,"Gary Rotta",0,"Manual Entry","not reviewed","not verified",NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,5750,2022-10-01,"no median",NA,NA,"other fence","urban area"
